outcome,policy,h,theta_A,P_A,lo,hi,se_theta_A,ci_theta_lo,ci_theta_hi,im_lo,im_hi,lam_star
unrate,1,2,-0.13641821531141357,0.6691729323308271,-0.2954470824336396,0.23462810553628544,0.057060182439486726,-0.2661367667776891,-0.10232915078381974,-0.3685870563572125,0.36122904977717146,0.41235505991859106
unrate,1,3,-0.24661136747590556,0.6691729323308271,-0.41955476405087805,0.2872121532423553,0.12534192329699154,-0.5068106403918871,-0.1568709509516339,-0.5450193777111159,0.488562563857968,0.7454389062339873
unrate,1,4,-0.29524083092869463,0.6691729323308271,-0.4775639489500859,0.3705563518017936,0.11965568927169995,-0.5627772068044126,-0.21597361220987837,-0.6086256589666665,0.6121108641430205,0.892432511670827
unrate,1,5,-0.2716502176258421,0.6691729323308271,-0.5169023922919768,0.47257129191854985,0.1057762644545656,-0.5100128231469403,-0.20376021375996556,-0.6527461915720782,0.7329135524255881,0.821124521459932
unrate,1,6,-0.3294868732551198,0.6691729323308271,-0.5828743906906593,0.5479526769785141,0.13468296805216956,-0.6249697860018725,-0.23562772552274835,-0.7446192850091532,0.860751046781317,0.995948957793885
unrate,1,7,-0.3902646601409878,0.6691729323308271,-0.7077258675881938,0.5997929294042876,0.15232014572208843,-0.7093441870742536,-0.2788539367570668,-0.8916362051668006,0.9562109020196292,1.1796636317898042
unrate,1,8,-0.40633851370201474,0.6691729323308271,-0.7595127649713548,0.724697761344435,0.18076763649145083,-0.7912151652128574,-0.2610455359792665,-0.9767672582672795,1.1307959162548278,1.2282505073265446
unrate,1,9,-0.5446143279796786,0.6691729323308271,-0.8905926142987413,0.6642946037463715,0.23230236765595835,-1.0434198484441022,-0.3848017250594177,-1.1398858019888523,1.1097870973502728,1.6462205823022102
unrate,1,10,-0.5971691959120553,0.6691729323308271,-0.9676229085510882,0.6932793470880095,0.24722298002829826,-1.1475933815933637,-0.4318109591678335,-1.2334633815711782,1.169504908955933,1.8050796149159856
unrate,1,11,-0.4995408307207698,0.6691729323308271,-0.9000218555725774,0.8315570917958438,0.22041225446625626,-0.9783271540704794,-0.31929513722543656,-1.1611876234911527,1.3082340928877314,1.5099756928605088
unrate,1,12,-0.5957123697330191,0.6691729323308271,-1.0063937816006225,0.8312002033617831,0.266529817657415,-1.1800110732972027,-0.3895996706964464,-1.3031137692639088,1.352730558420574,1.8006760266929898
unrate,1,13,-0.6173202107620622,0.6691729323308271,-1.0409917482826772,0.9379556201383756,0.26254373454729546,-1.2146244654056726,-0.41766820211007716,-1.3503855703325707,1.497495957538268,1.8659906370762336
unrate,1,14,-0.3483356282727598,0.6691729323308271,-0.894158884563151,1.155465175587225,0.17640797881069198,-0.705051238609845,-0.12870119447745243,-1.1813264355098214,1.6754542323869575,1.0529236036426604
unrate,1,15,-0.46154651080159464,0.6691729323308271,-0.9281290972994503,1.0861566169862642,0.2068938128828538,-0.9228253032499915,-0.24759414097048393,-1.2223844300622004,1.6307558347429287,1.395129225832093
unrate,1,16,-0.4673613912555956,0.6691729323308271,-0.9901500287505945,1.1301507231291041,0.21147045032718548,-0.9148298874666495,-0.21477485850468536,-1.2968458317915719,1.6923392209841859,1.4127060235680504
